course_id,course_name,credits,course_link,prerequisites
01:070:293,CURRENT ISSUES IN CULTURAL & LINGUISTIC ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/417-01-070-293-current-issues-in-cultural-and-linguistic-anthropology,
01:070:294,CURRENT ISSUES IN EVOLUTIONARY ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/418-01-070-294-current-issues-in-evolutionary-anthropology,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105', '01:070:204', '01:070:212']}"
01:070:295,CURRENT ISSUES IN LINGUISTIC ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1122-01-070-295-current-issues-in-cultural-and-linguistic-anthropology,
01:070:296,CURRENT ISSUES IN EVOLUTIONARY ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1123-01-070-296-current-issues-in-evolutionary-anthropology,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105', '01:070:204', '01:070:212']}"
01:070:297,CURRENT ISSUES IN EVOLUTIONARY ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1124-01-070-297-current-issues-in-evolutionary-anthropology,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105', '01:070:204', '01:070:212']}"
01:070:298,CURRENT ISSUES IN EVOLUTIONARY ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1124-01-070-298-current-issues-in-evolutionary-anthropology,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105', '01:070:204', '01:070:212']}"
01:070:299,CURRENT ISSUES IN ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1121-01-070-299-current-issues-in-anthropology,01:070:108
01:070:302,CULTURE & ENVIRONMNT,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/297-01070302-culture-and-the-environment,01:070:101
01:070:303,WEALTH AND CULTURE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/298-01070303-wealth-and-culture,01:070:101
01:070:304,POLITICAL ANTHRO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/299-01070304-political-anthropology,
01:070:305,ANTHRO DEVELOPMENT,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/301-01070305-anthropology-of-development,
01:070:306,"SPACE, PLACE AND PRACTICE",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/545-01070306-space-place-and-practice,
01:070:307,MEDICAL ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/302-01070307-medical-anthropology,
01:070:308,ANTHROPOLOGY OF RELIGION,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/303-01070308-anthropology-of-religion,
01:070:309,VISUAL ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/304-01070309-visual-anthropology,
01:070:310,HUMAN AGGRESSION,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses,"{'logic': 'OR', 'requirements': ['01:070:204', '01:070:212']}"
01:070:311,HISTORY OF ANTHRO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/306-01070311-history-of-anthropology,01:070:101
01:070:312,LANGUAGE AND SOCIAL DIVERSITY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/307-01070312-language-and-social-diversity,01:070:108
01:070:313,HISTORICAL ARCHAEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/308-01-070-313-historical-archaeology,
01:070:314,PREHISTORIC FUNERARY ARCHAELOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/702-01-070-314-prehistoric-funerary-archaeology,
01:070:316,QUANTITATIVE METHODS IN EVOLUTIONARY ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/538-01070316,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105', '01:640:025']}"
01:070:317,METHOD AND ANALYSIS IN CULTURAL ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/309-01070317-method-and-analysis-in-cultural-anthropology,01:070:101
01:070:318,READING ETHNOGRAPHIC WRITING,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/310-01070318-reading-ethnographic-writing,01:070:101
01:070:319,ANTHRO & HUMAN RIGHTS,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/311-01070319-anthropology-and-human-rights,01:070:101
01:070:320,"DIASPORA, RACE & ETHNICITY IN THE UNITED STATES",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/312-01070320-diaspora-race-and-ethnicity-in-the-united-states,01:070:101
01:070:321,LATINO ETHNOGRAPHY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/605-01070321-latino-ethnography,
01:070:322,GLOBAL ISLAM,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/688-01-070-322-anthropology-of-islam,
01:070:323,WOMEN WRITNG CULTURE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/313-01070323-women-writing-culture,01:070:101
01:070:324,"GLOBALIZATION, SEX & FAMILIES",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/391-01070324-globalization-sex-and-families,01:070:101
01:070:325,EVOLUTION & CULTURE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/314-01070325-evolution-and-culture,
01:070:326,LIFE IN THE PLEISTOCENE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/315-01070326-pleistocene-hominid-adaption,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105']}"
01:070:327,LIFE IN THE EARLY HOLOCENE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/316-01070327-post-pleistocene-hominid-adaptations,
01:070:328,EVOLUTION & COOPERATION,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/497-01070328-evolution-and-cooperation,"{'logic': 'OR', 'requirements': ['01:070:201', '01:070:204', '01:070:212']}"
01:070:329,HUMAN EVOLUTIONARY GENETICS,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/667-01070329-human-evol-genetics,
01:070:330,ARCHAEOLOGY OF AUSTRALIA,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/317-01070330-archaeology-of-australia,01:070:105
01:070:331,XENOPHOBIA AND THE OTHER IN EUROPE TODAY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/756-01-070-331-xenophobia-and-the-other-in-europe-today,
01:070:332,NORTH AMERICAN ARCHAEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/318-01070332-north-american-archaeology,
01:070:333,COLONIAL ARCHAEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/319-01070333-colonial-archaeology,"{'logic': 'OR', 'requirements': ['01:070:105', '01:070:208']}"
01:070:334,FIELD STUDY IN ARCHAEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/320-01070334-field-study-in-archaeology,
01:070:335,ANALYSIS OF ARCHAEOLOGICAL DATA,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/321-01070335-analysis-of-archaeological-data,"{'logic': 'OR', 'requirements': ['01:070:105', '01:070:334']}"
01:070:336,"PRIMATOLOGY, WILDLIFE ECOLOGY & CONSERVATION IN KENYA",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/606-01-070-336-primatology-wildlife-ecology-and-conservation-in-kenya,
01:070:337,FIELD METHODS AND ANALYSIS IN PRIMATOLOGY IN KENYA,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/607-01-070-337-field-methods-and-analysis-in-primatology-in-kenya,
01:070:338,"CULTURE, WEALTH & POWER IN AFRICA",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/413-01070338-culture-wealth-and-power-in-africa,01:070:101
01:070:339,CARIBBEAN ARCHAEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/659-01-070-339-caribbean-archaeology,01:070:105
01:070:340,ANTHRO ABORIG AUSTRL,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses,01:070:101
01:070:341,"LANGUAGE, FOOD, AND SOCIETY",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/686-01-070-341-language-food-and-society,
01:070:342,URBAN ECOLOGIES,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/757-01-070-342-urban-ecologies,
01:070:343,NORTH AFRICAN ETHNOGRAPHY - STUDY ABROAD,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/854-01-070-343-north-african-ethnography,
01:070:344,PRACTICUM IN ETHNOGRAPHIC FIELD METHODS - STUDY ABROAD,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/855-01-070-344-practicum-in-ethnographic-field-methods,
01:070:345,APPLIED CONSERVATION AND ECOSYSTEMS MANAGEMENT - STUDY ABROAD,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/609-01070345-study-abroad-applied-conservation-and-ecosystem-management,01:070:212
01:070:346,APPLIED CONSERVATION AND ECOSYSTEMS MANAGEMENT - HONORS STUDY ABROAD,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/611-01070346-honors-study-abroad-applied-conservation-and-ecosystem-management,01:070:212
01:070:347,ADVANCED PRIMATE BEHAVIOR AND ECOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/608-01070347-study-abroad-advanced-primate-behavior-and-ecology,01:070:212
01:070:348,PRIMATE BEHAV ECOLOG,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/323-01070348-primate-behavioral-ecology,01:070:212
01:070:349,ADV PHYSICAL ANTHRO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/324-01070349-advanced-physical-anthropology,01:070:102
01:070:350,PRIMATOL HUM EVOL,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/325-01070350-primatology-and-human-evolution,"{'logic': 'OR', 'requirements': ['01:070:212', '01:070:215']}"
01:070:351,FIELDWORK IN PALEOECOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/758-01-070-351-fieldwork-in-paleoecology,
01:070:352,PRACTICUM IN GEOARCHAEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/759-01-070-352-practicum-in-geoarchaeology,
01:070:354,ANATOMY PRIMATE SKELETON,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/326-01070354-functional-and-developmental-anatomy-of-the-primate-skeleton,01:070:102
01:070:355,LABORATORY IN SKELETAL BIOLOGY OF PRIMATES,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/327-01070355-laboratory-in-skeletal-biology-of-primates,01:070:102
01:070:356,HUMAN VARIATION,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/328-01070356-human-variation,01:070:102
01:070:357,LABOR CLIMATE MIGRATION AFRICA TO EUROPE - STUDY ABROAD,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1119-01-070-357-labor-and-climate-migration-from-africa-to-europe-study-abroad,
01:070:358,HUMAN OSTEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/329-01070358-human-osteology,01:070:102
01:070:359,HUMAN OSTEOLOGY LABORATORY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/330-01070359-human-osteology-laboratory,01:070:102
01:070:360,"LAW, JUSTICE, RIGHTS",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/590-law-justice-rights,"{'logic': 'OR', 'requirements': ['01:070:101', '01:070:108']}"
01:070:361,HUNTERS & GATHERERS,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/332-01070361-hunters-and-gatherers,
01:070:362,EVOLUTION OF HUMAN DIET,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/614-01070362-evolution-of-human-diet,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105', '11:216:110', '11:216:251']}"
01:070:365,ANTHROPOLOGY OF CHILDHOOD,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1095-01-070-365-anthropology-of-childhood,"{'logic': 'OR', 'requirements': ['01:070:101', '01:070:108']}"
01:070:367,ANTHROPOLOGY GOES TO THE MOVIES,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/414-01070367-anthropology-goes-to-the-movies,"{'logic': 'OR', 'requirements': ['01:070:101', '04:567:334']}"
01:070:368,MEDIA AND CULTURE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/334-01070368-anthropology-of-mass-media,01:070:101
01:070:369,THE CULTURAL POLITICS OF NAZISM,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/415-01070369-the-cultural-politics-of-nazism,01:070:101
01:070:370,LIFE AND DEATH IN ANTHROPOLIGICAL PERSPECTIVE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/618-01070370-life-and-death-in-anthro-perspective,"{'logic': 'OR', 'requirements': ['01:070:101', '01:070:108']}"
01:070:371,POLITICS OF CULTURE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/335-01070371-the-politics-of-culture,01:070:101
01:070:372,BODY POLITICS,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/336-01070372-body-politics,01:070:101
01:070:373,VISUAL ETHNOGRAPHY OF EVERYDAY LIFE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/658-01-070-373-visual-ethnography-of-everyday-life,
01:070:374,LOCALITIES AND GLOBAL SYSTEMS,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/337-01070374-localities-and-global-systems,01:070:101
01:070:375,CROSS-SPECIES RELATIONALITY AND COMMUNICATION,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/890-01-070-375-cross-species-relationality-and-communication,
01:070:376,POWER & DIFFERENCE,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/338-01070376-power-and-difference,01:070:101
01:070:377,EVOLUTION AND RELIGION,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/669-01070377-evol-and-religion,"{'logic': 'OR', 'requirements': ['01:070:201', '01:070:212']}"
01:070:378,ANTHROPOLOGY OF GENDER,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/339-01070378-the-anthropology-of-gender,01:070:101
01:070:379,GENDER AND POWER IN AFRICA,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/340-01070379-gender-and-power-in-africa,01:070:101
01:070:380,"CULTURE, MEMORY, HISTORY",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/341-01070380-culture-memory-history,
01:070:382,ADVANCED ISSUES IN CULTURAL ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/593-01-070-382-adv-iss-in-cult-and-ling-anthro,
01:070:383,ANTHROPOLOGY AND ACTIVISM,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/416-01070383-anthro-and-activism,
01:070:384,ADVANCED ISSUES IN CULTURAL & LINGUISTIC ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/619-01-070-384-adv-iss-in-cult-and-ling-anthro,
01:070:385,ADVANCED ISSUES IN CULTURAL & LINGUISTIC ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/620-01-070-385-adv-iss-in-cult-and-ling-anthro,
01:070:386,INTERNSHIP IN ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/594-01-070-386-internship-in-anthropology,01:070:102
01:070:387,ADVANCED ISSUES IN EVOLUTIONARY ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/599-01-070-387-advanced-issues-in-evolutionary-anthropology,"{'logic': 'OR', 'requirements': ['01:070:102', '01:070:105', '01:070:204', '01:070:212']}"
01:070:388,ADVANCED ISSUES IN EVOLUTIONARY ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/761-01-070-388-advanced-issues-in-evolutionary-anthropology,
01:070:389,ETHNOGRAPHY OF GENDER IN SOUTH ASIA,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/342-01070389-ethnography-of-gender-in-south-asia,"{'logic': 'OR', 'requirements': ['01:070:101', '01:075:244']}"
01:070:390,FOSSIL HOMININ ANATOMY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/343-01070390-fossil-hominin-anatomy,
01:070:391,LITHIC ANALYSIS,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/344-01070391-lithic-analysis-in-archaeology,01:070:105
01:070:392,FAUNAL ANALYSIS,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/345-01070392-faunal-analysis-in-archaeology,01:070:105
01:070:393,CULT RESOURCE MGMT,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses,01:070:105
01:070:394,GEOLOGICAL CONTEXT IN PALEOANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/347-01070394-geological-context-in-paleoanthropology,
01:070:395,QUANT ARCHAO DATA,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses,01:070:105
01:070:396,GEOCHRONOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses,"{'logic': 'OR', 'requirements': ['01:070:105', '01:075:105']}"
01:070:397,PRACTICUM IN VERTEBRATE PALEONTOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/762-01-070-397-practicum-in-vertebrate-paleontology,
01:070:398,FIELD STUDY IN PALEOANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/763-01-070-398-field-study-in-paleoanthropology,
01:070:401,THEORIES IN CULTURAL ANTHRO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/349-01070401-theories-in-cultural-anthropology,
01:070:402,PRIMATE CONSERVATION BIOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/350-01070402-primate-conservation-biology,
01:070:403,ADV SEM NORTH AM IND,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses,
01:070:404,ADV SEM ARCHAEO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/351-01070404-advanced-seminar-in-archaeology,01:070:105
01:070:406,RIGHTS & WRONGS OF INDIGENOUS PEOPLES,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/352-01070406-rights-and-wrongs-of-indigenous-peoples,01:070:101
01:070:407,DOCUMENTING LATINO LIVES,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/625-01070407-documenting-latino-lives,
01:070:408,VIDEO PRODUCTION LAB FOR LATINO LIVES,1.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1126-01-070-408-documenting-latino-lives-and-video-produc-lab,
01:070:409,PRIMATE NUTRITIONAL ECOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/687-01-070-409-primate-nutritional-ecology,
01:070:410,EXPLANATION ANTHRO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/353-01070410-explanation-in-anthropology,"{'logic': 'ATLEAST 2', 'requirements': ['XX:070:XXX']}"
01:070:415,PREHISTORIC ARCHAEOLOGY OF NEW JERSEY,4.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/572-01070415-prehistoric-archaeology-of-new-jersey,01:070:105
01:070:417,WRITING ETHNOGRAPHY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/573-01070417-writing-ethnography,"{'logic': 'ATLEAST 2', 'requirements': ['XX:070:XXX']}"
01:070:420,EVOLUTIONARY GENETICS: HUMANS AND OTHER PRIMATES,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/356-01070420-evolutionary-genetics-humans-and-other-primates,"{'logic': 'OR', 'requirements': ['01:070:212', {'logic': 'AND', 'requirements': ['01:070:102', '01:447:380']}]}"
01:070:422,THEORIES IN PHYSICAL ANTHRO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/632-01-070-422-theories-in-physical-anthropology,
01:070:426,SOUTH AFRICAN ARCHAEOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/357-01070426-south-african-archaeology,
01:070:486,"GENDER, DEVELOPMENT, ENVIRONMENT",3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/358-01070486-gender-development-environment-policies-politics-perspectives,"{'logic': 'OR', 'requirements': ['01:988:101', '01:988:201', '01:988:202', '01:988:235']}"
01:070:490,PREPARATION FOR HONORS THESIS,1.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/627-01-070-490-prep-for-honors-thesis,
01:070:491,CAPSTONE COLLOQUIUM IN EVOLUTIONARY MEDICINE,1.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/588-01-070-240-capstrone-colloquium-in-evolutionary-medicine,
01:070:495,IND STUDY IN ANTHRO,,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/359-01-070-495-independent-study-in-anthropology-ba-ba,
01:070:496,IND STUDY IN ANTHRO,,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1127-01-070-496-independent-study-in-anthropology-ba-ba,
01:070:497,HONORS IN ANTHROPOLOGY,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/360-01-070-497-honors-in-anthropology,
01:070:498,HONORS IN ANTHRO,3.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1128-01-070-498-honors-in-anthropology,
01:070:499,INDEPENDENT STUDY,1.0,https://anthro.rutgers.edu/academics/undergraduate/courses/course-detail/1092-01-070-499-independent-study,
01:074:120,LITERARY EGYPT,3.0,http://www.amesall.rutgers.edu/courses,
01:074:140,ELEMENTARY ARABIC I,4.0,http://www.amesall.rutgers.edu/courses,
01:074:141,ELEMENTARY ARABIC II,4.0,http://www.amesall.rutgers.edu/courses,"{'logic': 'OR', 'requirements': ['01:013:140', '01:074:140']}"
01:074:145,ACCELERATED ARABIC 1,4.0,http://www.amesall.rutgers.edu/courses,
01:074:149,ELEMENTARY ARABIC FOR ARABIC SPEAKERS II,4.0,http://www.amesall.rutgers.edu/courses,"{'logic': 'OR', 'requirements': ['01:013:148', '01:074:148']}"
01:074:240,INTERMEDIATE ARABIC I,4.0,http://www.amesall.rutgers.edu/courses,"{'logic': 'OR', 'requirements': ['01:013:141', '01:013:145', '01:074:141', '01:074:145']}"
01:074:241,INTERMEDIATE ARABIC II,4.0,http://www.amesall.rutgers.edu/courses,"{'logic': 'OR', 'requirements': ['01:013:240', '01:074:240']}"
01:074:340,ADVANCED ARABIC I,3.0,http://www.amesall.rutgers.edu/courses,"{'logic': 'OR', 'requirements': ['01:013:241', '01:074:241']}"
01:074:341,ADVANCED ARABIC II,3.0,http://www.amesall.rutgers.edu/courses,"{'logic': 'OR', 'requirements': ['01:013:340', '01:074:340']}"
01:078:115,ELEMENTARY ARMENIAN I,3.0,,
01:078:116,ELEMENTARY ARMENIAN II,3.0,,01:078:115
01:078:117,INTERMEDIATE ARMENIAN I,3.0,,"{'logic': 'OR', 'requirements': ['01:078:115', '01:078:116']}"
01:078:118,INTERMEDIATE ARMENIAN I,3.0,,"{'logic': 'OR', 'requirements': ['01:013:340', '01:074:340']}"
01:082:101,BUILDING THE FUTURE: AN INTRODUCTION TO ARCHITECTURE,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:105,INTRODUCTION TO ART HISTORY: PREHISTORY TO 1400,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:106,INTRODUCTION TO ART HISTORY:1400 TO THE PRESENT,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:202,INTRODUCTION TO CONTEMPORARY ART,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:203,SACRED SITES MATERIALIZING AND EXPERIENCING THE DIVINE,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:204,ART AND POWER: THE VISUAL AND LITERARY CULTURE OF THE SOVIET CENTURY,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:205,INTRODUCTION TO ASIAN ART,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:206,ART OF INDIA,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:214,RENAISSANCE ART IN EUROPE,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:220,CRITICAL ISSUES IN ART HISTORY,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:230,LATINX ART,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:253,CONTEMP PHOTOGRAPHY,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:276,RADICAL MODERNISM AND ANTI-ART,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:277,ART AND MEDICINE,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:291,TOPICS IN ART HISTORY,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:292,TOPICS IN ART HISTORY,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:293,TOPICS IN ART HIST,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:300,HISTORY OF MODERN CRAFTS AND DESIGN,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,01:082:106
01:082:301,ANCIENT ARCHITECTURE,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:305,WOMEN AND ART,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:306,ROMAN ART,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:308,"ITALY, 1250-1400",3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,"{'logic': 'AND', 'requirements': ['01:082:105', '01:082:214']}"
01:082:309,15TH-C ITALY:THE BIRTH OF THE RENAISSANCE,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:310,THE HIGH RENAISSANCE IN ITALY,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,"{'logic': 'OR', 'requirements': ['01:082:105', '01:082:106']}"
01:082:312,BYZANTINE ART,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,
01:082:313,THE RENAISSANCE IN NORTHERN EUROPE,3.0,https://arthistory.rutgers.edu/academics/undergraduate-welcome/course-descriptions-syllabi,"{'logic': 'AND', 'requirements': ['01:082:105', '01:082:106']}"
